,index,Tags,text,top9_topic_scibert,top9_topic,top9_topic_scibert_str,top9_descricao,top9_tags_descricao,mean_similarity_top9_descricao,top10_topic_scibert,top10_topic,top10_topic_scibert_str,top10_descricao,top10_tags_descricao,mean_similarity_top10_descricao
109,46e4acdc08eb3ea5.json,[],"[""Copy of 'Bioinformatics assessment'"", 'NGS0001.R2.fastq.qz', 'Input dataset', 'NGS0001.R1.fastq.qz', 'Input dataset', 'annotation.bed', 'Input dataset', 'query.output.exome_summary.csv', 'Input dataset', '1000GENOMES-phase_3.vcf.gz', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'Filter', 'out_file1', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'IdxStats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'SnpSift Annotate', 'output', 'snpsift', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'Summary Statistics', 'out_file1', 'SnpSift Filter', 'output', 'snpsift', 'NGS0001.R2.fastq.qz', 'NGS0001.R1.fastq.qz', 'annotation.bed', 'query.output.exome_summary.csv', '1000GENOMES-phase_3.vcf.gz']","['idxstats', 'collectinsertsizemetrics', 'filter', '', '', '', '', '', '', '']",-1,idxstats collectinsertsizemetrics filter       ,"[561, 905, 768, 448, 243, 10, 490, 585, 897]","[[], [], [], [], [], [], [], [], []]",0.85865,"['of', 'both', 'depth', 'copy', 'bioinformatics', 'assessment', 'and', 'coverage', 'breadth', 'compute']",-1,of both depth copy bioinformatics assessment and coverage breadth compute,"[108, 293, 830, 897, 262, 883, 307, 574, 688, 371]","[[], [], [], [], [], [], [], [], [], []]",0.8144739
110,8111bb9bb26bb665.json,"['assembly', 'pe', 'unicycler', 'wgs']","['Bacterial genome paired-end assembly using Unicycler', 'Read_1', 'Input dataset', 'Read_2', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'long', 'lr_align', 'rotation', 'Create assemblies with Unicycler', 'assembly_graph', 'assembly', 'unicycler', 'annot', 'input_operon', 'input_ref', 'Quast', 'log_txt', 'mis_ass_tsv', 'unalign_tsv', 'contig_size_viewer', 'alignment_viewer', 'quast_tsv', 'report_html', 'report_pdf', 'quast', 'proteins', 'Prokka', 'out_gff', 'out_gbk', 'out_fna', 'out_faa', 'out_ffn', 'out_sqn', 'out_fsa', 'out_tbl', 'out_tsv', 'out_err', 'out_txt', 'out_log', 'prokka', 'Bandage Image', 'outfile', 'bandage', 'Bandage Info', 'outfile', 'bandage', 'adv', 'adv', 'adv', 'ABRicate', 'report', 'abricate', 'MLST', 'report', 'mlst', 'assembly', 'pe', 'unicycler', 'wgs', 'runtime parameter for tool Create assemblies with Unicycler', 'runtime parameter for tool Create assemblies with Unicycler', 'runtime parameter for tool Create assemblies with Unicycler', 'runtime parameter for tool Quast', 'runtime parameter for tool Quast', 'runtime parameter for tool Quast', 'runtime parameter for tool Prokka', 'runtime parameter for tool ABRicate', 'runtime parameter for tool ABRicate', 'runtime parameter for tool ABRicate', 'Read_1', 'Read_2', 'Prokka on input dataset(s): faa', 'Prokka on input dataset(s): fsa', 'Prokka on input dataset(s): tbl', 'Prokka on input dataset(s): tsv', 'Prokka on input dataset(s): gbk', 'Prokka on input dataset(s): fna', 'Prokka on input dataset(s): err', 'Prokka on input dataset(s): gff', 'Prokka on input dataset(s): txt', 'Prokka on input dataset(s): log', 'Prokka on input dataset(s): ffn', 'Prokka on input dataset(s): sqn', 'Bandage Image on input dataset(s): Assembly Graph Image', 'Bandage Info on input dataset(s): Assembly Graph Information', 'ABRicate on input dataset(s) report file', 'MLST on input dataset(s): report.tsv']","['rotation', 'tsv', 'mlst', 'report', 'on', 'input', 'dataset', '', '', '']",-1,rotation tsv mlst report on input dataset   ,"[572, 394, 1006, 220, 840, 103, 299, 1003, 599]","[[], [], [], ['ATACseq'], [], [], [], [], []]",0.8465957,"['out_tsv', 'out_fna', 'lr_align', 'input_operon', 'contig_size_viewer', 'alignment_viewer', '', '', '', '']",-1,out_tsv out_fna lr_align input_operon contig_size_viewer alignment_viewer    ,"[365, 873, 439, 772, 22, 746, 375, 455, 415, 425]","[['assembly', 'unicycler', 'hybrid', 'wgs'], [], ['metagenomics', 'galaxy', 'NGS', 'Metagenomics'], [], [], [], [], [], [], []]",0.8750909
111,b9e3676a84b7be5d.json,[],"['HW5', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'FastQC:Read QC', 'html_file', 'fastqc', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardASMetrics/1.56.0']","['with', 'sam_to_bam', 'output', 'map', 'illumina', 'hw5', 'for', 'fastq_groomer', 'bwa', '']",-1,with sam_to_bam output map illumina hw5 for fastq_groomer bwa ,"[680, 279, 818, 760, 360, 144, 753, 501, 148]","[[], [], [], ['Fasta', 'NGS', 'Genome', 'Draft'], [], ['ChIPseq', 'Tutorial'], [], [], []]",0.92201203,"['output_file', 'output1', 'output', 'html_file', '', '', '', '', '', '']",0,output_file output1 output html_file      ,"[213, 667, 857, 842, 538, 284, 724, 223, 712, 130]","[[], ['virus', 'viroid', 'illumina', 'sRNAs'], [], [], [], [], [], [], ['Fasta', 'Tabular', 'FASTQ'], []]",0.936571
112,c03c18813a3380b3.json,[],"[""Workflow constructed from history 'RUN FROM START: 3C NUC COMPRESSED'"", 'G_clade_738.fa', 'Input dataset', 'O_clade_468.fa', 'Input dataset', 'sequences.methyltransferase_nuc.compressed.fas', 'Input dataset', ""Workflow constructed from history 'RUN FROM START: 3C NUC COMPRESSED'"", ""Workflow constructed from history 'RUN FROM START: 3C NUC COMPRESSED'"", 'O_clade_468.fa', 'Input dataset', 'G_clade_738.fa', 'Input dataset', 'sequences.methyltransferase_nuc.compressed.fas', 'Input dataset', 'sequences.3C_nuc.compressed.fas', 'Input dataset', 'Align sequences', 'output', 'bioext_bealign', 'Align sequences', 'output', 'bioext_bealign', 'Convert BAM', 'output', 'bioext_bam2msa', 'Convert BAM', 'output', 'bioext_bam2msa', 'Replace ambiguous codons', 'output', 'hyphy_strike_ambigs', 'Replace ambiguous codons', 'output', 'hyphy_strike_ambigs', 'TN93 Cluster', 'tn93_clusters', 'tn93_compressed_clusters', 'tn93_cluster', 'TN93 Cluster', 'tn93_clusters', 'tn93_compressed_clusters', 'tn93_cluster', 'TN93 Filter', 'filtered_reference', 'tn93_filter', 'HyPhy-Conv', 'proteins', 'hyphy_conv', 'IQ-TREE', 'bionj', 'treefile', 'contree', 'mldist', 'splits', 'iqtree', 'iqtree', 'Annotate', 'labeled_tree_int', 'labeled_tree_clade', 'labeled_tree_full', 'labeled_tree_json', 'hyphy_annotate', 'HyPhy-PRIME', 'prime_output', 'hyphy_prime', 'HyPhy-MEME', 'meme_output', 'hyphy_meme', 'HyPhy-SLAC', 'slac_output', 'hyphy_slac', 'HyPhy-FEL', 'fel_output', 'hyphy_fel', 'HyPhy-BGM', 'bgm_output', 'hyphy_bgm', 'HyPhy-CFEL', 'cfel_output', 'hyphy_cfel', 'HyPhy-Summary', 'summary', 'annotation', 'hyphy_summary', 'Align sequences', 'output', 'bioext_bealign', 'Align sequences', 'output', 'bioext_bealign', 'G_clade_738.fa', 'O_clade_468.fa', 'sequences.methyltransferase_nuc.compressed.fas', 'O_clade_468.fa', 'G_clade_738.fa', 'sequences.methyltransferase_nuc.compressed.fas', 'sequences.3C_nuc.compressed.fas', 'HyPhy-Summary on input dataset(s) - Site annotations', 'HyPhy-Summary on input dataset(s) - Segment annotations', 'Align sequences on input dataset(s) - Aligned Sequences', 'IQ-TREE on input dataset(s): BIONJ Tree', 'IQ-TREE on input dataset(s): MaxLikelihood Tree', 'IQ-TREE on input dataset(s): Consensus Tree', 'IQ-TREE on input dataset(s): MaxLikelihood Distance Matrix', 'IQ-TREE on input dataset(s): Occurence Frequencies in Bootstrap Trees', 'IQ-TREE on input dataset(s): Report and Final Tree', 'Annotate on input dataset(s) Labeled tree (int)', 'Annotate on input dataset(s) Labeled tree (clade)', 'Annotate on input dataset(s) Labeled tree (full)', 'Annotate on input dataset(s) Labels']","['summary', 'hyphy', 'site', 'mldist', 'labeled_tree_clade', 'annotations', 'on', 'input', 'dataset', '']",-1,summary hyphy site mldist labeled_tree_clade annotations on input dataset ,"[801, 949, 607, 54, 1002, 629, 281, 858, 235]","[[], [], [], [], [], [], ['viral', 'bacterial', 'quickies', 'variation', 'phylogeny'], [], []]",0.8568696,"['annotate', '', '', '', '', '', '', '', '', '']",-1,annotate         ,"[464, 706, 928, 811, 918, 586, 343, 941, 242, 977]","[['Hi-C'], [], [], [], [], [], [], [], [], []]",0.80328786
113,c44630305b297933.json,[],"['Demo - extracting polymorphisms', 'Input Dataset', 'Input dataset', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Concatenate datasets', 'out_file1', 'Group', 'out_file1', 'Join two Datasets', 'out_file1']","['filter', 'group', '', '', '', '', '', '', '', '']",0,filter group        ,"[917, 903, 686, 880, 564, 286, 202, 86, 730]","[[], [], ['Hi-C'], [], ['MinION', 'Nanopore'], ['Chipseq'], ['Hi-C'], [], []]",0.7809731,"['filter', 'group', '', '', '', '', '', '', '', '']",0,filter group        ,"[917, 800, 26, 933, 190, 618, 641, 446, 963, 73]","[[], [], [], [], [], ['Hi-C'], [], [], [], []]",0.80008125
114,9d626a89800a96ca.json,[],"['ngs-wes-illumina-hg19-bwa-freebayes-snpsift-annovar-2018.01', 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.q', 'Input dataset', 'NGS0001.R2.fastq.q', 'Input dataset', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'fastq_input', 'fastq_input', 'Map with BWA-MEM', 'bam_output', 'bwa', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'inputA', 'inputB', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'input', 'IdxStats', 'output', 'samtools_idxstats', 'inputFile', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'infile', 'Sort', 'outfile', 'text_processing', 'input', 'SnpSift Filter', 'output', 'snpsift', 'input', 'Summary Statistics', 'out_file1', 'input', 'intervals', 'transcripts', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'input', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'input', 'Filter', 'out_file1', 'input', 'Filter', 'out_file1', 'input', 'Filter', 'out_file1', 'input', 'Filter', 'out_file1', 'input', 'Filter', 'out_file1', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool Flagstat', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool Flagstat', 'runtime parameter for tool IdxStats', 'runtime parameter for tool CollectInsertSizeMetrics', 'runtime parameter for tool Sort', 'runtime parameter for tool SnpSift Filter', 'runtime parameter for tool Summary Statistics', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool ANNOVAR Annotate VCF', 'runtime parameter for tool Filter', 'runtime parameter for tool Filter', 'runtime parameter for tool Filter', 'runtime parameter for tool Filter', 'runtime parameter for tool Filter', 'annotation.bed', 'NGS0001.R1.fastq.q', 'NGS0001.R2.fastq.q']","['vcf', 'inputfile', 'annotate', 'annovar', 'samtool_filter2', 'table_annovar', 'statsfile', 'bed_file', 'idxstats', 'summary']",-1,vcf inputfile annotate annovar samtool_filter2 table_annovar statsfile bed_file idxstats summary,"[969, 425, 410, 959, 356, 217, 585, 294, 674]","[[], [], [], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org'], [], [], [], [], []]",0.898869,"['tool', 'runtime', 'parameter', 'for', 'fastqc', 'markduplicates', 'idxstats', 'vcf', 'annotate', 'annovar']",-1,tool runtime parameter for fastqc markduplicates idxstats vcf annotate annovar,"[614, 124, 66, 885, 233, 864, 400, 944, 328, 560]","[[], [], [], [], [], [], [], [], [], []]",0.87816447
115,3aa5df1432ee21c8.json,[],"['Cufflinks experiment (brut12) 5.8.2012', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks']","['transcripts_expression', 'total_map_mass', 'genes_expression', 'assembled_isoforms', '', '', '', '', '', '']",0,transcripts_expression total_map_mass genes_expression assembled_isoforms      ,"[480, 396, 1008, 26, 612, 836, 452, 211, 156]","[[], [], [], [], [], [], [], [], []]",0.8883834,"['transcripts_expression', 'total_map_mass', 'genes_expression', 'assembled_isoforms', '', '', '', '', '', '']",0,transcripts_expression total_map_mass genes_expression assembled_isoforms      ,"[480, 449, 810, 396, 565, 971, 687, 191, 913, 725]","[[], [], [], [], [], [], [], [], ['RNAseq', 'Illumina', 'Tophat', 'Cuffdiff'], []]",0.9151537
116,19c9c8cc3c813bda.json,[],"['otu relabelled analysis', 'reads', 'Input dataset', 'qualities', 'Input dataset', 'Select high quality segments', 'output1', 'short_reads_trim_seq', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'Add column', 'out_file1', 'Tabular-to-FASTA', 'output', 'tabular_to_fasta', 'megablast_wrapper', 'megablast_wrapper', 'Compute sequence length', 'output', 'fasta_compute_length', 'Concatenate datasets', 'out_file1', 'Join two Datasets', 'out_file1', 'Filter', 'out_file1', 'Fetch taxonomic representation', 'out_file1', 'gi2taxonomy', 'Find lowest diagnostic rank', 'out_file1', 'lca_wrapper', 'Summarize taxonomy', 'out_file1', 't2t_report', 'Draw phylogeny', 'out_file1', 't2ps']","['taxonomy', 'summarize', '', '', '', '', '', '', '', '']",-1,taxonomy summarize        ,"[786, 541, 544, 140, 526, 880, 654, 793, 623]","[[], ['BAM'], [], [], ['COVID-19', 'covid19.galaxyproject.org'], [], ['saf', 'gtf'], ['illumina'], ['aye-aye', 'GigaScience', 'Miller', 'Galaxy', 'tools', 'tutorial', 'to', 'study', 'genome', 'diverstiy', 'phylogenetic', 'tree', 'snp', 'coverage', 'PCA']]",0.7953592,"['output1', 'short_reads_trim_seq', 'fasta_compute_length', 'megablast_wrapper', '', '', '', '', '', '']",-1,output1 short_reads_trim_seq fasta_compute_length megablast_wrapper      ,"[439, 892, 517, 137, 415, 83, 471, 844, 425, 63]","[['metagenomics', 'galaxy', 'NGS', 'Metagenomics'], [], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], [], ['rnaseq', 'paired-end', 'prokaryotes', 'bowtie2', 'htseq', 'featurecounts', 'collections'], [], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org'], [], []]",0.8967274
117,23bca854e549ad48.json,"['aptamer', 'SELEX']","['NrD Workflow: 10 rounds', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'Concatenate datasets', 'out_file1', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Convert', 'out_file1', 'Rename sequences', 'output', 'fastx_renamer', 'Convert', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Paste', 'out_file1', 'Collapse', 'output', 'fastx_collapser', 'Paste', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'Cut', 'out_file1', 'Convert', 'out_file1', 'Paste', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'aptamer', 'SELEX']","['out_file1', 'cut', 'dataset', 'input', 'output', 'paste', 'datasets', 'convert', 'two', 'join']",0,out_file1 cut dataset input output paste datasets convert two join,"[470, 718, 938, 613, 484, 322, 478, 809, 339]","[['aptamer', 'SELEX'], [], [], ['SNP'], [], ['aptamer', 'SELEX'], [], [], []]",0.92235917,"['rename', 'sequences', 'output', '', '', '', '', '', '', '']",-1,rename sequences output       ,"[661, 733, 780, 373, 728, 34, 615, 985, 631, 562]","[['aptamer', 'SELEX'], ['maf', 'fasta', 'bed', 'extract'], [], [], [], [], [], [], [], []]",0.8319672
118,eae740bac11ecc91.json,"['nascent', 'RNA']","[""diff & merge of 'tophat & cufflinks' (PE vs Non-PE)"", 'ends#1', 'Input dataset', 'ends#2', 'Input dataset', 'non-paired', 'Input dataset', 'TopHat for Illumina', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat', 'TopHat for Illumina', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cuffmerge', 'merged_transcripts', 'cuffmerge', 'Cuffcompare', 'transcripts_accuracy', 'input1_tmap', 'input2_tmap', 'transcripts_tracking', 'transcripts_combined', 'cuffcompare', 'nascent', 'RNA']","['tophat', 'cufflinks', 'assembled_isoforms', 'junctions', 'illumina', 'for', 'ends', 'deletions', 'cuffmerge', 'cuffcompare']",0,tophat cufflinks assembled_isoforms junctions illumina for ends deletions cuffmerge cuffcompare,"[612, 761, 983, 345, 456, 135, 97, 480, 83]","[[], [], [], [], [], ['rnaseq'], [], [], ['rnaseq', 'paired-end', 'prokaryotes', 'bowtie2', 'htseq', 'featurecounts', 'collections']]",0.8532983,"['tophat', 'cufflinks', 'assembled_isoforms', 'junctions', 'illumina', 'for', 'ends', 'deletions', 'cuffmerge', 'cuffcompare']",0,tophat cufflinks assembled_isoforms junctions illumina for ends deletions cuffmerge cuffcompare,"[983, 951, 771, 345, 389, 456, 195, 981, 939, 83]","[[], [], [], [], [], [], [], [], ['rnaseq', 'tophat2', 'fastq', 'protein_interaction', 'miRNA_target_prediction', 'network_construction', 'de_genes', 'splice_variants'], ['rnaseq', 'paired-end', 'prokaryotes', 'bowtie2', 'htseq', 'featurecounts', 'collections']]",0.8535884
119,d89e626fa4f9434f.json,[],"[""Workflow constructed from history 'Sequence Quality Assessment '"", 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Quality Trimmer', 'output_file', 'fastq_trimmer_by_quality', 'FASTQ Quality Trimmer', 'output_file', 'fastq_trimmer_by_quality', 'Remove sequencing artifacts', 'output', 'fastx_artifacts_filter', 'Remove sequencing artifacts', 'output', 'fastx_artifacts_filter', 'Clip', 'output', 'fastx_clipper', 'Clip', 'output', 'fastx_clipper', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc']","['fastq', 'fastqc', 'quality', 'fastq_groomer', 'trimmer', 'sequencing', 'remove', 'groomer', 'fastx_clipper', 'artifacts']",0,fastq fastqc quality fastq_groomer trimmer sequencing remove groomer fastx_clipper artifacts,"[514, 259, 587, 278, 291, 604, 878, 997, 945]","[[], [], [], [], [], [], [], [], ['COVID-19', 'ARTIC', 'iwc']]",0.8817717,"['fastq', 'fastqc', 'quality', 'fastq_groomer', 'trimmer', 'sequencing', 'remove', 'groomer', 'fastx_clipper', 'artifacts']",0,fastq fastqc quality fastq_groomer trimmer sequencing remove groomer fastx_clipper artifacts,"[514, 841, 259, 89, 764, 805, 878, 587, 939, 222]","[[], [], [], ['RNAseq', 'illumina'], [], ['snp', 'ngs', 'pileup', 'bowtie'], [], [], ['rnaseq', 'tophat2', 'fastq', 'protein_interaction', 'miRNA_target_prediction', 'network_construction', 'de_genes', 'splice_variants'], []]",0.8906061
120,31e73cdaa0fb70c3.json,[],"['GigaScience Example 2 -- chicken (imported from uploaded file)', 'chicken SNPs', 'Input dataset', 'chicken genes', 'Input dataset', 'Filter', 'out_file1', 'Specify Individuals', 'output', 'genome_diversity', 'Specify Individuals', 'output', 'genome_diversity', 'Aggregate Individuals', 'output', 'genome_diversity', 'Aggregate Individuals', 'output', 'genome_diversity', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Remarkable Intervals', 'output', 'genome_diversity', 'Remarkable Intervals', 'output', 'genome_diversity', 'Join', 'output', 'join', 'Join', 'output', 'join', 'Cut', 'out_file1', 'Cut', 'out_file1']","['output', 'genome_diversity', 'out_file1', 'join', 'chicken', 'dataset', 'cut', 'compute', 'column_maker', 'input']",0,output genome_diversity out_file1 join chicken dataset cut compute column_maker input,"[506, 637, 96, 613, 540, 731, 548, 117, 470]","[[], [], [], ['SNP'], [], [], [], ['aptamer', 'SELEX'], ['aptamer', 'SELEX']]",0.9000308,"['output', 'genome_diversity', 'out_file1', 'join', 'chicken', 'dataset', 'cut', 'compute', 'column_maker', 'input']",0,output genome_diversity out_file1 join chicken dataset cut compute column_maker input,"[637, 880, 731, 484, 540, 853, 258, 451, 241, 721]","[[], [], [], [], [], [], [], [], [], []]",0.8938233
121,d3811603bbd4a940.json,[],"[""Workflow constructed from history 'Unnamed history'"", 'UCSC Main on Human: knownGene (chr22:1-51304566)', 'Input dataset', 'UCSC Main on Human: rmsk (chr22:1-51304566)', 'Input dataset', 'Join', 'output', 'join', 'Join', 'output', 'join', 'Group', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1']","['rmsk', 'ucsc', 'on', 'main', 'input', 'human', 'dataset', 'chr22', '51304566', '']",-1,rmsk ucsc on main input human dataset chr22 51304566 ,"[867, 229, 801, 754, 777, 572, 103, 56, 658]","[[], [], [], [], ['ChIP'], [], [], [], []]",0.8382277,"['input', 'dataset', '', '', '', '', '', '', '', '']",-1,input dataset        ,"[598, 232, 936, 40, 804, 809, 422, 90, 1009, 493]","[[], [], [], [], [], [], [], [], [], []]",0.9963199
122,037c3a9d872be3de.json,[],"['Next Generation Sequencing', 'Input FastQ file', 'Input dataset', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'HISAT2', 'output_alignments', 'hisat2', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Samtools sort', 'output1', 'samtools_sort', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'Input FastQ file', 'FastQC quality Check before trimming', ' trim reads with poor quality with Trimmomatic', 'Alignment with human genome', 'FastQC quality Check after trimming', 'Sort order of aligned sequences']","['fastqc', 'tool', 'runtime', 'parameter', 'for', 'with', 'quality', 'trimmomatic', 'input', 'check']",0,fastqc tool runtime parameter for with quality trimmomatic input check,"[879, 402, 752, 291, 355, 42, 614, 624, 517]","[[], [], [], [], [], [], [], [], []]",0.9022931,"['samtools', 'sort', '', '', '', '', '', '', '', '']",-1,samtools sort        ,"[1012, 674, 998, 458, 10, 703, 103, 662, 44, 157]","[[], [], [], [], [], [], [], ['Polymorphism'], [], []]",0.83814466
