,index,Tags,text,top9_topic_bert,top9_topic,top9_topic_bert_str,top9_descricao,top9_tags_descricao,mean_similarity_top9_descricao
264,a97f55f0d098b07e.json,[],"['G101', 'Exons', 'Input dataset', 'SNPs', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Sort', 'out_file1', 'Select first', 'out_file1', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1']","['out_file1', 'output', '', '', '', '', '', '', '', '']",0,out_file1 output        ,"[763, 985, 949, 651, 631, 34, 871, 339, 147]","[[], [], [], [], [], [], [], [], []]",1.0
265,c74e3a24751d9924.json,['RNAseq'],"['Lucille Delisle', 'RNAseq_SR (release v0.4)', 'SR fastq input', 'Input dataset collection', 'forward_adapter', 'Input parameter', 'reference_genome', 'Input parameter', 'gtf', 'Input dataset', 'strandness', 'Input parameter', 'gtf with regions to exclude from FPKM normalization', 'Input dataset', 'Cutadapt', 'out1', 'report', 'cutadapt', 'Compose text parameter value', 'out1', 'compose_text_param', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'RNA STAR', 'output_log', 'splice_junctions', 'mapped_reads', 'reads_per_gene', 'rgrnastar', 'MultiQC', 'stats', 'plots', 'html_report', 'multiqc', 'Text reformatting', 'outfile', 'text_processing', 'Filter BAM', 'out_file2', 'out_file1', 'bamtools_filter', 'Text reformatting', 'outfile', 'text_processing', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Parse parameter value', 'float_param', 'bedtools Genome Coverage', 'output', 'bedtools', 'bedtools Genome Coverage', 'output', 'bedtools', 'bedtools Genome Coverage', 'output', 'bedtools', 'Wig/BedGraph-to-bigWig', 'out_file1', 'Wig/BedGraph-to-bigWig', 'out_file1', 'Wig/BedGraph-to-bigWig', 'out_file1', 'RNAseq', 'SR fastq input', 'forward_adapter', 'reference_genome', 'gtf', 'strandness', 'gtf with regions to exclude from FPKM normalization', 'Cutadapt (remove adapter + bad quality bases)', 'get reference_genome as text parameter', 'awk command from strand', 'bedtools orientation for forward coverage', 'bedtools orientation for reverse coverage', 'Get cufflinks strandess parameter', 'STAR: map and count', 'reads_per_gene from STAR', 'mapped-reads', 'output_log', 'MultiQC', 'MultiQC on input dataset(s): Stats', 'MultiQC webpage', 'Extract gene counts', 'HTS count like output', 'Keep only uniquely mapped reads', 'get scaling factor', 'Compute FPKM', 'genes_expression', 'transcripts_expression', 'convert dataset to parameter', 'Scaled Coverage both strands combined', 'Scaled Coverage positive', 'Scaled Coverage negative', 'convert both strands coverage to bigwig', 'both strands coverage', 'convert positive coverage to bigwig', 'positive strand coverage', 'convert negative coverage to bigwig', 'negative strand coverage']","['coverage', 'cufflinks', 'forward_adapter', 'for', 'orientation', 'get', 'scaled', 'positive', 'bedtools', 'bamtools_filter']",-1,coverage cufflinks forward_adapter for orientation get scaled positive bedtools bamtools_filter,"[100, 666, 640, 348, 236, 684, 987, 777, 164]","[['RNAseq'], ['ChIP'], [], ['ChIP'], [], ['COVID-19', 'covid19.galaxyproject.org'], [], ['ChIP'], ['ChIP']]",0.8861513
266,ef2c1fb7d6a51b3a.json,[],"['Benchmarking DNA Cloud Costs', 'FASTQ Dataset', 'Input dataset', 'Bowtie2', 'output', 'bowtie2', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA', 'bam_output', 'bwa', 'HISAT2', 'output_alignments', 'hisat2', 'StringTie', 'output_gtf', 'stringtie', 'FASTQ Dataset', 'Bowtie2 on input dataset(s): alignments', 'Map with BWA-MEM on input dataset(s) (mapped reads in BAM format)', 'Map with BWA on input dataset(s) (mapped reads in BAM format)', 'HISAT2 on input dataset(s): aligned reads (BAM)']","['fastq', 'hisat2', 'dataset', '', '', '', '', '', '', '']",-1,fastq hisat2 dataset       ,"[851, 394, 547, 125, 219, 552, 715, 139, 882]","[[], [], [], [], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org', 'testingmaximus', 'name:v2.1.0+galaxy3'], [], [], []]",0.83369803
267,052ba366e32132ec.json,[],"[""Workflow constructed from history 'quality control'"", 'input data ', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Cutadapt', 'out1', 'report', 'cutadapt', 'input data ']","['text_file', 'quality', 'workflow', 'history', 'from', 'dataset', 'control', 'constructed', 'input', '']",-1,text_file quality workflow history from dataset control constructed input ,"[841, 632, 972, 617, 1003, 422, 285, 324, 692]","[[], [], [], [], [], [], [], [], []]",0.9202187
268,28abac549697f65a.json,[],"[""Workflow constructed from history 'K22063917 Assignment -wANNOVAR and SnpEffeff & SnpSift in one history'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.qz', 'Input dataset', 'NGS0001.R2.fastq.qz', 'Input dataset', 'query.output.exome_summary 5th attempt.txt', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'Filter', 'out_file1', 'Filter', 'out_file1', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Flagstat', 'output1', 'samtools_flagstat', 'Flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'IdxStats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'bcftools stats', 'output_file', 'bcftools_stats', 'Summary Statistics', 'out_file1', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'annotation.bed', 'NGS0001.R1.fastq.qz', 'NGS0001.R2.fastq.qz', 'query.output.exome_summary 5th attempt.txt']","['query', 'txt', 'exome_summary', 'attempt', '5th', 'summary', 'statistics', 'samtools_idxstats', 'samtool_filter2', 'output']",-1,query txt exome_summary attempt 5th summary statistics samtools_idxstats samtool_filter2 output,"[103, 720, 441, 243, 903, 688, 72, 371, 37]","[[], [], [], [], [], [], [], [], []]",0.93247056
269,6ba03802169c0063.json,"['COVID-19', 'covid19.galaxyproject.org']","['Wolfgang Maier', 'COVID-19: consensus construction (release v0.2.1)', 'Variant calls', 'Input dataset collection', 'min-AF for consensus variant', 'Input parameter', 'min-AF for failed variants', 'Input parameter', 'aligned reads data for depth calculation', 'Input dataset collection', 'Depth-threshold for masking', 'Input parameter', 'Reference genome', 'Input dataset', 'Compose text parameter value', 'out1', 'compose_text_param', 'Compose text parameter value', 'out1', 'compose_text_param', 'bedtools Genome Coverage', 'output', 'bedtools', 'Compose text parameter value', 'out1', 'compose_text_param', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Filter', 'output', 'snpsift', 'Filter', 'out_file1', 'SnpSift Extract Fields', 'output', 'snpsift', 'SnpSift Extract Fields', 'output', 'snpsift', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Concatenate', 'output', 'concat', 'Merge', 'output', 'merge', 'Subtract', 'output', 'subtract', 'Compute', 'out_file1', 'column_maker', 'Cut', 'out_file1', 'bcftools consensus', 'output_file', 'bcftools_consensus', 'Collapse Collection', 'output', 'collapse_collections', 'COVID-19', 'covid19.galaxyproject.org', 'Variant calls', 'min-AF for consensus variant', 'min-AF for failed variants', 'aligned reads data for depth calculation', 'Depth-threshold for masking', 'Reference genome', 'coverage_depth', 'consensus_variants', 'filter_failed_variants', 'low_cov_regions', 'chrom_pos_ref_called_variants', 'chrom_pos_ref_failed_variants', 'chrom_pos_ref_called_variants_with_0_based_start', 'chrom_pos_ref_failed_variants_with_0_based_start', 'chrom_pos_ref_called_variants_with_0_based_start_end', 'chrom_pos_ref_failed_variants_with_0_based_start_end', 'called_variant_sites', 'failed_variant_sites', 'low_cov_regions_plus_filter_failed', 'low_cov_regions_plus_filter_failed_combined', 'masking_regions', 'masking_regions_with_1_based_start', '1_based_masking_regions', 'consensus', 'multisample_consensus_fasta']","['bcftools_consensus', 'bcftools', 'reads', 'data', 'calculation', 'aligned', 'depth', 'consensus', 'for', '']",-1,bcftools_consensus bcftools reads data calculation aligned depth consensus for ,"[102, 960, 234, 475, 688, 650, 747, 487, 243]","[['COVID-19', 'covid19.galaxyproject.org'], [], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org'], ['ATACseq'], [], [], [], [], []]",0.87837446
270,b857482410541e1a.json,[],"['Alignment with HISAT2', 'Input 1 ', 'Input dataset', 'Input 2', 'Input dataset', 'Input 3', 'Input dataset', 'Input 4 ', 'Input dataset', 'Input 5', 'Input dataset', 'Input 6', 'Input dataset', 'Input 7', 'Input dataset', 'Input 8', 'Input dataset', 'Input 9', 'Input dataset', 'Input 10', 'Input dataset', 'Input 11', 'Input dataset', 'Input 12', 'Input dataset', 'HISAT2', 'output_alignments', 'hisat2', 'library', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'library', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'library', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'library', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'library', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'Input 1 ', 'Input 2', 'Input 3', 'Input 4 ', 'Input 5', 'Input 6', 'Input 7', 'Input 8', 'Input 9', 'Input 10', 'Input 11', 'Input 12', 'HISAT2 OUTPUT 1', 'HISAT2 OUTPUT 2', 'HISAT2 OUTPUT 3', 'HISAT2 OUTPUT 4', 'HISAT2 OUTPUT 5', 'HISAT2 OUTPUT 6']","['input', 'dataset', 'library', '12', '11', '10', '', '', '', '']",0,input dataset library 12 11 10    ,"[493, 704, 414, 894, 394, 874, 841, 274, 332]","[[], [], [], [], [], [], [], [], []]",0.83701247
271,778a8867b0a6ea4f.json,['RNAseq'],"['Lucille Delisle', 'RNAseq_PE (release v0.4)', 'PE fastq input', 'Input dataset collection', 'forward_adapter', 'Input parameter', 'reverse_adapter', 'Input parameter', 'reference_genome', 'Input parameter', 'gtf', 'Input dataset', 'strandness', 'Input parameter', 'gtf with regions to exclude from FPKM normalization', 'Input dataset', 'Cutadapt', 'out_pairs', 'report', 'cutadapt', 'Compose text parameter value', 'out1', 'compose_text_param', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'Map parameter value', 'output_param_text', 'map_param_value', 'RNA STAR', 'output_log', 'splice_junctions', 'mapped_reads', 'reads_per_gene', 'rgrnastar', 'MultiQC', 'stats', 'plots', 'html_report', 'multiqc', 'Text reformatting', 'outfile', 'text_processing', 'Filter BAM', 'out_file2', 'out_file1', 'bamtools_filter', 'Text reformatting', 'outfile', 'text_processing', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'revertR2orientationInBam', 'output', 'revertr2orientationinbam', 'Parse parameter value', 'float_param', 'bedtools Genome Coverage', 'output', 'bedtools', 'bedtools Genome Coverage', 'output', 'bedtools', 'bedtools Genome Coverage', 'output', 'bedtools', 'Wig/BedGraph-to-bigWig', 'out_file1', 'Wig/BedGraph-to-bigWig', 'out_file1', 'Wig/BedGraph-to-bigWig', 'out_file1', 'RNAseq', 'PE fastq input', 'forward_adapter', 'reverse_adapter', 'reference_genome', 'gtf', 'strandness', 'gtf with regions to exclude from FPKM normalization', 'Cutadapt (remove adapter + bad quality bases)', 'get reference_genome as text parameter', 'awk command from strand', 'bedtools orientation for forward coverage', 'bedtools orientation for reverse coverage', 'Get cufflinks strandess parameter', 'STAR: map and count', 'reads_per_gene from STAR', 'mapped-reads', 'output_log', 'MultiQC', 'MultiQC webpage', 'MultiQC on input dataset(s): Stats', 'Extract gene counts', 'HTS count like output', 'Keep only uniquely mapped reads', 'get scaling factor', 'Compute FPKM', 'genes_expression', 'transcripts_expression', 'convert dataset to parameter', 'Scaled Coverage both strands combined', 'Scaled Coverage positive', 'Scaled Coverage negative', 'convert both strands coverage to bigwig', 'both strands coverage', 'convert positive coverage to bigwig', 'positive strand coverage', 'convert negative coverage to bigwig', 'negative strand coverage']","['coverage', 'parameter', 'to', 'input', 'bedtools', 'bigwig', 'value', 'map', 'output', 'convert']",0,coverage parameter to input bedtools bigwig value map output convert,"[664, 202, 617, 972, 813, 313, 947, 981, 275]","[['RNASeq', 'Bacteria', 'FastQC', 'MultiQC', 'Trimmomatic', 'Bowtie2', 'featureCounts', 'DESeq2'], ['Hi-C'], [], [], [], [], ['ChIPseq', 'tutorial'], [], []]",0.8955695
272,33ae58f05e5e1d60.json,"['mpxv', 'generic']","['Wolfgang Maier', 'Generic variation analysis on WGS PE data', 'Paired Collection', 'Input dataset collection', 'GenBank genome', 'Input dataset', 'fastp', 'output_paired_coll', 'report_html', 'report_json', 'fastp', 'SnpEff build:', 'snpeff_output', 'output_fasta', 'snpeff', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Samtools view', 'outputsam', 'samtools_view', 'Samtools stats', 'output', 'samtools_stats', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'MultiQC', 'stats', 'html_report', 'multiqc', 'Realign reads', 'realigned', 'lofreq_viterbi', 'Insert indel qualities', 'output', 'lofreq_indelqual', 'reads', 'reference_source', 'Call variants', 'variants', 'lofreq_call', 'invcf', 'Lofreq filter', 'outvcf', 'lofreq_filter', 'intervals', 'transcripts', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'mpxv', 'generic', 'runtime parameter for tool Call variants', 'runtime parameter for tool Call variants', 'runtime parameter for tool Lofreq filter', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'Paired Collection', 'GenBank genome', 'fastp_pe', 'fastp_html_report', 'SnpEff4.3 database for ', 'Fasta sequences for ', 'Map with BWA-MEM on input dataset(s) (mapped reads in BAM format)', 'filtered_mapped_reads', 'mapped_reads_stats', 'markduplicates_reads', 'markduplicates_stats', 'preprocessing_and_mapping_reports', 'realigned_deduplicated_filtered_mapped_reads', 'realigned_deduplicated_filtered_mapped_reads_with_indel_quals', 'called_variants', 'soft_filtered_variants', 'SnpEff eff: on input dataset(s) - stats']","['for', 'sequences', 'fasta', 'paired', 'lofreq', 'filter', 'collection', 'input', 'dataset', 'tool']",-1,for sequences fasta paired lofreq filter collection input dataset tool,"[634, 388, 428, 691, 122, 569, 141, 429, 455]","[[], ['TnSeq', 'WilsonLab'], [], [], [], [], [], ['aptamer', 'SELEX'], []]",0.8886267
273,adaa12b855e4c336.json,[],"[""Workflow constructed from history 'rna seq'"", 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cuffmerge', 'merged_transcripts', 'cuffmerge', 'Cuffdiff', 'splicing_diff', 'promoters_diff', 'cds_diff', 'cds_exp_fpkm_tracking', 'cds_fpkm_tracking', 'tss_groups_exp', 'tss_groups_fpkm_tracking', 'genes_exp', 'genes_fpkm_tracking', 'isoforms_exp', 'isoforms_fpkm_tracking', 'cuffdiff']","['input', 'dataset', 'cufflinks', 'tophat', 'skipped', 'junctions', 'insertions', 'deletions', 'tophat2', 'accepted_hits']",0,input dataset cufflinks tophat skipped junctions insertions deletions tophat2 accepted_hits,"[761, 345, 396, 12, 456, 731, 8, 634, 167]","[[], [], [], [], [], [], ['RNAseq'], [], []]",0.8987108
274,a4bda96bae17d039.json,[],"['v2', 'Reference Genome FASTA', 'Input dataset', 'Pooled Mutant Strain Variants VCF', 'Input dataset', 'Crossing Strain Variants VCF (preferably from sequenced crossing strain)', 'Input dataset', 'gatk_variant_select', 'gatk_variant_select', 'gatk_variant_select', 'gatk_variant_select', 'gatk_variant_select', 'gatk_variant_select', 'CloudMap: Variant Discovery Mapping with WGS data', 'output', 'location_plot_output', 'cloudmap_variant_discovery_mapping', 'CloudMap: Variant Discovery Mapping with WGS data', 'output', 'location_plot_output', 'cloudmap_variant_discovery_mapping', 'CloudMap: Variant Discovery Mapping with WGS data', 'output', 'location_plot_output', 'cloudmap_variant_discovery_mapping']","['output', 'location_plot_output', 'input', 'dataset', 'v2', '', '', '', '', '']",0,output location_plot_output input dataset v2     ,"[843, 61, 38, 77, 7, 842, 538, 604, 764]","[[], [], [], ['sequence-analysis'], [], [], [], [], []]",0.9257468
275,5a272f266a1fa4ac.json,[],"['Biomarker screening in preeclampsia', 'Download and Extract Reads in FASTA/Q', 'output_accession', 'sra_tools', 'adapters', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'library', 'library', 'Bowtie2', 'output', 'bowtie2', 'alignment', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'alignment', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'batch_factors', 'DESeq2', 'deseq_out', 'plots', 'deseq2', 'batch_factors', 'DESeq2', 'deseq_out', 'plots', 'deseq2', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool featureCounts', 'runtime parameter for tool featureCounts', 'runtime parameter for tool DESeq2', 'runtime parameter for tool DESeq2', ' (fastq-dump)', 'FastQC on input dataset(s): RawData', 'FastQC on input dataset(s): Webpage', 'Bowtie2 on input dataset(s): alignments', 'featureCounts on input dataset(s): Summary', 'featureCounts on input dataset(s): Counts', 'DESeq2 result file on input dataset(s)', 'DESeq2 plots on input dataset(s)']","['output_accession', 'output', 'limits', 'file', 'result', 'on', 'input', 'dataset', 'deseq2', '']",-1,output_accession output limits file result on input dataset deseq2 ,"[972, 617, 324, 1003, 762, 930, 331, 353, 461]","[[], [], [], [], [], [], ['name:test'], [], []]",0.9324605
276,67c2ca24bc0be58e.json,[],"['Unnamed workflow', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC:Read QC', 'html_file', 'fastqc', 'Bowtie2', 'output', 'bowtie2']","['fastqc', 'unnamed', 'read', 'qc', 'output_file', 'workflow', 'bowtie2', '', '', '']",-1,fastqc unnamed read qc output_file workflow bowtie2   ,"[740, 1012, 18, 140, 440, 99, 329, 91, 390]","[[], [], [], [], [], [], [], [], []]",0.9167971
277,23968e34d424d78e.json,[],"['Unnamed workflow', 'Input dataset', 'Input dataset', 'metadata', 'otu', 'Otu.association', 'correlations', 'logfile', 'mothur_otu_association', 'runtime parameter for tool Otu.association', 'runtime parameter for tool Otu.association']","['otu', 'association', 'tool', 'runtime', 'parameter', 'for', 'workflow', 'unnamed', 'mothur_otu_association', 'correlations']",0,otu association tool runtime parameter for workflow unnamed mothur_otu_association correlations,"[43, 898, 44, 676, 947, 197, 134, 813, 640]","[['COVID-19', 'ARTIC', 'iwc'], [], [], [], ['ChIPseq', 'tutorial'], ['Workflow', 'test'], [], [], []]",0.9068838
278,344a79d4f12d2cff.json,[],"['small RNA', 'Input Dataset', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Filter FASTQ', 'output_file', 'fastq_filter', 'Clip', 'output', 'fastx_clipper', 'Map with Bowtie for Illumina', 'output', 'output_unmapped_reads_l', 'bowtie_wrappers', 'SAM-to-BAM', 'output1', 'sam_to_bam']","['filter', 'clip', 'fastq', '', '', '', '', '', '', '']",-1,filter clip fastq       ,"[917, 967, 254, 745, 1000, 891, 645, 366, 65]","[[], [], [], [], [], [], [], [], []]",0.767323
279,6c68099053763993.json,[],"[""Workflow constructed from history 'Clone of 'imported: workshop data' (active items only)'"", 'Input dataset', 'Input dataset', 'Input dataset', 'Input dataset', 'Input dataset', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'Generate pileup', 'output1', 'sam_pileup', 'Filter pileup', 'out_file1', 'pileup_parser']","['input', 'dataset', 'output1', 'pileup', 'from', 'generate', 'workflow', 'pileup_parser', 'output', 'out_file1']",0,input dataset output1 pileup from generate workflow pileup_parser output out_file1,"[353, 835, 346, 478, 697, 461, 331, 813, 617]","[[], [], [], [], [], [], ['name:test'], [], []]",0.9401136
280,cb153c8d1685de3b.json,[],"['VCF to snpeffs uwml', 'Mutant', 'Input dataset', 'SnpEff', 'output', 'statsFile', 'snpeff']","['snpeff', 'vcf', 'uwml', 'to', 'snpeffs', 'mutant', '', '', '', '']",0,snpeff vcf uwml to snpeffs mutant    ,"[28, 340, 433, 984, 864, 571, 596, 234, 868]","[[], [], [], ['variant-calling'], [], [], [], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org'], []]",0.86264527
281,005924662f68a480.json,"['viral', 'bacterial', 'quickies', 'variation', 'phylogeny']","['Anton Nekrutenko', 'Q1 phylogenetic context analysis', 'My sequences', 'Input dataset collection', 'List of NCBI accessions', 'Input dataset', 'Reference', 'Input dataset', 'NCBI Accession Download', 'output', 'error_log', 'failed_accessions', 'ncbi_acc_download', 'SnpEff build:', 'snpeff_output', 'output_fasta', 'snpeff', 'Merge collections', 'output', 'Map with minimap2', 'alignment_output', 'minimap2', 'Call variants', 'variants', 'lofreq_call', 'sec_default', 'bcftools consensus', 'output_file', 'bcftools_consensus', 'intervals', 'transcripts', 'SnpEff eff:', 'snpeff_output', 'snpeff', 'Collapse Collection', 'output', 'collapse_collections', 'SnpSift Extract Fields', 'output', 'snpsift', 'Join neighbors', 'distances', 'rapidnj', 'Collapse Collection', 'output', 'collapse_collections', 'fileNewick', 'Newick Display', 'output', 'newick_utils', 'Remove beginning', 'out_file1', 'Datamash', 'out_file', 'datamash_ops', 'in_file', 'Datamash', 'out_file', 'datamash_ops', 'viral', 'bacterial', 'quickies', 'variation', 'phylogeny', 'runtime parameter for tool bcftools consensus', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool Newick Display', 'runtime parameter for tool Datamash', 'My sequences', 'List of NCBI accessions', 'Reference', 'Data downloaded from NCBI', 'FASTA sequence of the reference', 'Multiple alignment', 'Textual representation of a tree', 'Phylogenetic tree', 'Phylogenetic tree (PDF)', 'Substitution matrix', 'Substitution frequency matrix']","['fasta', 'frequency', 'transcripts', 'the', 'sequence', 'sec_default', 'remove', 'quickies', 'with', 'beginning']",-1,fasta frequency transcripts the sequence sec_default remove quickies with beginning,"[492, 813, 1003, 870, 422, 416, 577, 690, 275]","[[], [], [], [], [], [], [], [], []]",0.89682823
282,a036991efb5503ab.json,[],"[""Workflow constructed from history 'RNA-seq'"", 'Cd20_Rep1', 'Input dataset', 'Cd20_Rep2', 'Input dataset', 'Gene Annotations for chr19', 'Input dataset', 'H1hesc_Rep1', 'Input dataset', 'H1hesc_Rep2', 'Input dataset', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'TopHat', 'align_summary', 'insertions', 'deletions', 'junctions', 'accepted_hits', 'tophat2', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cufflinks', 'genes_expression', 'transcripts_expression', 'assembled_isoforms', 'total_map_mass', 'skipped', 'cufflinks', 'Cuffmerge', 'merged_transcripts', 'cuffmerge', 'Cuffdiff', 'splicing_diff', 'promoters_diff', 'cds_diff', 'cds_exp_fpkm_tracking', 'cds_fpkm_tracking', 'tss_groups_exp', 'tss_groups_fpkm_tracking', 'genes_exp', 'genes_fpkm_tracking', 'isoforms_exp', 'isoforms_fpkm_tracking', 'cuffdiff']","['splicing_diff', '', '', '', '', '', '', '', '', '']",-1,splicing_diff         ,"[1001, 211, 779, 290, 869, 624, 853, 852, 314]","[[], [], [], [], [], [], [], [], ['ChIP-seq', 'bowtie', 'Mapping']]",0.87210435
